Misin01G000100	AT1G09020
Misin02G180700	AT3G14460
Misin02G180800	AT3G21690
Misin02G180900	AT4G27650
Misin02G181000	AT3G21690
Misin02G181100	None
Misin02G181200	AT3G21690
Misin02G181300	None
Misin02G181400	AT3G21690
Misin02G181500	AT2G22330
Misin02G181600	AT1G11650
Misin02G181700	AT1G09900
Misin02G181800	AT3G24315
Misin02G181900	AT3G20500
Misin02G182000	AT1G74180
Misin02G182000	AT2G34930
Misin02G182100	AT4G05160
Misin02G182200	None
Misin02G182300	AT5G54880
Misin02G182400	AT4G04920
Misin02G182500	AT3G51000
Misin02G182600	AT3G51000
Misin02G182700	AT1G52920
Misin02G182800	AT1G20270
Misin02G182900	None
Misin02G183000	AT4G30580
Misin02G183100	AT1G61030
Misin02G183200	AT5G54190
Misin02G183300	AT5G60200
Misin02G183400	AT3G15480
Misin02G183500	None
Misin02G183600	None
Misin02G183700	AT1G29940
Misin02G183800	AT1G15130
Misin02G183900	AT1G76250
Misin02G184000	None
Misin02G184100	AT1G15130
Misin02G184200	AT5G15270
Misin02G184300	AT5G08390
Misin02G184400	None
Misin02G184500	AT5G01160
Misin02G184600	AT1G17840
Misin02G184700	AT4G03420
Misin02G184800	None
Misin02G184900	None
Misin02G185000	AT1G17810
Misin02G185100	AT1G68400
Misin02G185200	AT1G06950
Misin02G185300	AT1G23410
Misin02G185400	AT5G08535
Misin02G185500	AT2G15220
Misin02G185600	AT2G15220
Misin02G185700	AT2G15220
Misin02G185800	None
Misin02G185900	None
Misin02G186000	AT2G15220
Misin02G186100	None
Misin02G186200	None
Misin02G186300	None
Misin02G186400	AT5G36970
Misin02G186500	AT4G02410
Misin02G186600	None
Misin02G186700	None
Misin02G186800	AT1G71270
Misin02G186900	AT3G19950
Misin02G187000	AT5G23290
Misin02G187100	AT3G02680
Misin02G187200	AT5G36960
Misin02G187300	AT3G49450
Misin02G187400	AT3G23880
Misin02G187500	AT5G08290
Misin02G187600	None
Misin02G187700	AT5G23190
Misin02G187800	AT1G17330
Misin02G187900	AT5G08240
Misin02G188000	AT4G14320
Misin02G188100	None
Misin02G188200	None
Misin02G188300	AT4G31300
Misin02G188400	None
Misin02G188500	AT2G21250
Misin02G188600	None
Misin02G188700	None
Misin02G188800	None
Misin02G188900	None
Misin02G189000	None
Misin02G189100	None
Misin02G189200	AT1G18680
Misin02G189300	None
Misin02G189400	None
Misin02G189500	AT1G08130
Misin02G189600	AT3G20020
Misin02G189700	AT1G04500
Misin02G189800	AT3G04400
Misin02G189900	None
Misin02G190000	None
Misin02G190100	None
Misin02G190200	None
Misin02G190300	None
Misin02G190400	AT3G04460
Misin02G190500	AT5G35620
Misin02G190600	AT5G44030
Misin02G190700	AT3G18610
Misin02G190800	None
Misin02G190900	AT1G35710
Misin02G191000	None
Misin02G191100	AT5G25910
Misin02G191200	None
Misin02G191300	AT5G46050
Misin02G191400	AT5G46050
Misin02G191500	AT1G67580
Misin02G191600	AT4G14300
Misin02G191700	AT1G18530
Misin02G191800	AT2G33420
Misin02G191900	None
Misin02G192000	AT1G02205
Misin02G192100	AT3G23490
Misin02G192200	AT2G35920
Misin02G192300	None
Misin02G192400	AT4G28600
Misin02G192500	AT5G48820
Misin02G192600	AT3G07090
Misin02G192700	AT3G49660
Misin02G192800	AT2G28630
Misin02G192900	None
Misin02G193000	AT5G26710
Misin02G193100	None
Misin02G193200	AT5G07610
Misin02G193300	AT4G13690
Misin02G193400	AT3G14470
Misin02G193500	None
Misin02G193600	AT1G08610
Misin02G193700	None
Misin02G193800	AT3G20000
Misin02G193900	AT3G04490
Misin02G194000	None
Misin02G194100	AT1G04430
Misin02G194200	AT1G08070
Misin02G194300	None
Misin02G194400	AT5G28850
Misin02G194500	AT1G03950
Misin02G194600	AT3G23340
Misin02G194700	None
Misin02G194800	AT3G43920
Misin02G194900	None
Misin02G195000	AT1G64550
Misin02G195100	AT3G15780
Misin02G195200	AT5G23130
Misin02G195300	AT4G33630
Misin02G195400	AT3G19780
Misin02G195500	AT3G19840
Misin02G195600	AT1G61870
Misin02G195700	AT1G02050
Misin02G195800	AT1G77670
Misin02G195900	None
Misin02G196000	AT1G65720
Misin02G196100	None
Misin02G196200	AT1G31640
Misin02G196300	AT5G26830
Misin02G196400	None
Misin02G196500	AT2G28430
Misin02G196600	None
Misin02G196700	AT2G28410
Misin02G196800	None
Misin02G196900	None
Misin02G197000	None
Misin02G197100	AT5G03230
Misin02G197200	AT2G13610
Misin02G197300	AT2G28380
Misin02G197400	AT5G60690
Misin02G197500	AT4G30080
Misin02G197600	AT2G28320
Misin02G197700	None
Misin02G197800	AT2G28315
Misin02G197900	AT3G59280
Misin02G198000	AT2G37210
Misin02G198100	AT3G22080
Misin02G198200	AT3G17380
Misin02G198300	AT3G17380
Misin02G198400	None
Misin02G198500	AT1G13630
Misin02G198600	AT1G50870
Misin02G198700	None
Misin02G198800	None
Misin02G198900	AT3G23250
Misin02G199000	AT1G04410
Misin02G199100	None
Misin02G199200	None
Misin02G199300	None
Misin02G199400	AT5G62600
Misin02G199500	None
Misin02G199600	AT2G33150
Misin02G199700	AT4G02210
Misin02G199800	AT5G25140
Misin02G199900	None
Misin02G200000	AT2G37020
Misin02G200100	AT5G19890
Misin02G200200	AT2G37010
Misin02G200300	None
Misin02G200400	AT3G09830
Misin02G200500	None
Misin02G200600	None
Misin02G200700	AT3G53180
Misin02G200800	AT3G53180
Misin02G200900	AT1G49230
Misin02G201000	AT5G03530
Misin02G201100	AT5G22920
Misin02G201200	AT2G47430
Misin02G201300	AT2G18510
Misin02G201400	None
Misin02G201500	AT3G44960
Misin02G201600	AT4G13720
Misin02G201700	AT3G53180
Misin02G201800	AT2G04280
Misin02G201900	None
Misin02G202000	None
Misin02G202100	None
Misin02G202200	None
Misin02G202300	None
Misin02G202400	AT4G13180
Misin02G202500	AT2G30105
Misin02G202600	AT4G13180
Misin02G202700	None
Misin02G202800	AT1G02260
Misin02G202900	AT2G46060
Misin02G203000	None
Misin02G203100	None
Misin02G203200	None
Misin02G203300	None
Misin02G203400	AT4G24150
Misin02G203500	AT3G60830
Misin02G203600	AT5G01520
Misin02G203700	AT2G38940
Misin02G203800	AT3G54700
Misin02G203900	AT1G69340
Misin02G204000	AT1G72650
Misin02G204100	AT1G72650
Misin02G204200	AT1G17460
Misin02G204300	AT2G31750
Misin02G204400	AT1G06700
Misin02G204500	AT1G08600
Misin02G204600	None
Misin02G204700	None
Misin02G204800	AT1G08050
Misin02G204900	AT1G08050
Misin02G205000	AT5G60710
Misin02G205100	AT5G43920
Misin02G205200	None
Misin02G205300	None
Misin02G205400	AT3G23920
Misin02G205500	AT1G57860
Misin02G205600	AT3G04300
Misin02G205700	AT2G20310
Misin02G205800	AT5G60710
Misin02G205900	AT4G21470
Misin02G206000	AT2G20330
Misin02G206100	AT4G13630
Misin02G206200	AT5G62740
Misin02G206300	None
Misin02G206400	AT3G27460
Misin02G206500	AT1G07040
Misin02G206600	None
Misin02G206700	AT4G16110
Misin02G206800	AT2G03720
Misin02G206900	AT5G33370
Misin02G207000	AT3G23990
Misin02G207100	AT3G04260
Misin02G207200	None
Misin02G207300	None
Misin02G207400	AT2G20370
Misin02G207500	AT2G20370
Misin02G207600	AT2G20370
Misin02G207700	AT5G03340
Misin02G207800	AT5G03415
Misin02G207900	AT3G13050
Misin02G208000	AT2G36950
Misin02G208100	AT5G03380
Misin02G208200	AT5G17660
Misin02G208300	AT2G37710
Misin02G208400	None
Misin02G208500	AT1G20190
Misin02G208600	AT1G20190
Misin02G208700	AT1G20190
Misin02G208800	AT1G20190
Misin02G208900	AT1G20190
Misin02G209000	AT1G20190
Misin02G209100	AT1G20190
Misin02G209200	AT4G09560
Misin02G209300	AT1G05680
Misin02G209400	None
Misin02G209500	None
Misin02G209600	AT5G32470
Misin02G209700	AT4G35350
Misin02G209800	None
Misin02G209900	None
Misin02G210000	AT1G75900
Misin02G210100	AT4G35930
Misin02G210200	AT5G47130
Misin02G210300	AT1G11320
Misin02G210400	AT2G27140
Misin02G210500	None
Misin02G210600	AT4G14710
Misin02G210700	AT3G22830
Misin02G210800	AT4G02670
Misin02G210900	AT1G60690
Misin02G211000	AT5G19000
Misin02G211100	AT2G28790
Misin02G211200	None
Misin02G211300	AT3G06190
Misin02G211400	AT5G15900
Misin02G211500	AT5G17420
Misin02G211600	AT3G06190
Misin02G211700	AT3G06190
Misin02G211800	AT1G05430
Misin02G211900	None
Misin02G212000	AT5G47430
Misin02G212100	AT3G22490
Misin02G212200	AT1G79960
Misin02G212300	None
Misin02G212400	None
Misin02G212500	AT1G34470
Misin02G212600	None
Misin02G212700	AT1G55520
Misin02G212800	AT4G36750
Misin02G212900	AT5G65410
Misin02G213000	AT5G45140
Misin02G213100	None
Misin02G213200	AT5G45140
Misin02G213200	None
Misin02G213300	None
Misin02G213400	AT5G45140
Misin02G213500	None
Misin02G213600	AT2G41250
Misin02G213700	AT5G45140
Misin02G213800	AT5G45140
Misin02G213900	None
Misin02G214000	AT1G01170
Misin02G214100	AT3G01180
Misin02G214200	AT3G11930
Misin02G214300	AT5G35910
Misin02G214400	AT3G26760
Misin02G214500	AT4G14750
Misin02G214600	AT3G51895
Misin02G214700	None
Misin02G214800	AT4G14746
Misin02G214900	AT4G14746
Misin02G215000	None
Misin02G215100	None
Misin02G215200	AT4G14570
Misin02G215300	AT4G14570
Misin02G215400	AT3G54610
Misin02G215500	None
Misin02G215600	None
Misin02G215700	AT2G26640
Misin02G215800	None
Misin02G215900	AT5G28840
Misin02G216000	AT4G14620
Misin02G216100	None
Misin02G216200	AT1G69630
Misin02G216300	AT3G22910
Misin02G216400	AT3G06190
Misin02G216500	None
Misin02G216600	AT5G19000
Misin02G216700	None
Misin02G216800	AT5G50780
Misin02G216900	AT3G06190
Misin02G217000	AT3G06190
Misin02G217100	None
Misin02G217200	AT5G19000
Misin02G217300	AT3G06190
Misin02G217400	AT3G06190
Misin02G217500	AT5G19000
Misin02G217600	AT4G02715
Misin02G217700	AT3G22540
Misin02G217800	AT4G35160
Misin02G217900	AT4G35160
Misin02G218000	AT1G03100
Misin02G218100	AT3G63240
Misin02G218200	AT5G61370
Misin02G218300	AT1G03080
Misin02G218400	AT1G08800
Misin02G218500	AT3G04610
Misin02G218600	None
Misin02G218700	AT1G45110
Misin02G218800	AT1G10370
Misin02G218900	AT1G77450
Misin02G219000	AT5G14710
Misin02G219100	AT1G08230
Misin02G219200	AT2G36590
Misin02G219300	AT3G56640
Misin02G219400	AT4G02780
Misin02G219500	AT3G54660
Misin02G219600	None
Misin02G219700	AT3G28480
Misin02G219800	AT2G38110
Misin02G219900	None
Misin02G220000	None
Misin02G220100	AT5G52450
Misin02G220200	AT1G55270
Misin02G220300	AT2G42500
Misin02G220300	AT3G58500
Misin02G220400	AT5G06620
Misin02G220500	AT3G58480
Misin02G220600	AT1G10417
Misin02G220700	AT5G42830
Misin02G220800	AT1G59820
Misin02G220900	AT3G58580
Misin02G221000	AT3G15040
Misin02G221100	AT5G10710
Misin02G221200	AT1G14180
Misin02G221300	AT1G01050
Misin02G221400	AT5G39660
Misin02G221500	AT5G03760
Misin02G221600	AT1G14300
Misin02G221700	None
Misin02G221800	AT1G18810
Misin02G221900	AT3G29090
Misin02G222000	AT2G25110
Misin02G222100	AT1G16880
Misin02G222200	AT5G07710
Misin02G222300	AT4G38700
Misin02G222400	AT4G32285
Misin02G222500	AT2G20340
Misin02G222600	AT5G16690
Misin02G222700	AT1G11800
Misin02G222800	AT5G09970
Misin02G222900	AT1G32583
Misin02G223000	None
Misin02G223100	AT4G09670
Misin02G223200	None
Misin02G223300	AT4G09670
Misin02G223400	AT1G14330
Misin02G223500	AT3G23820
Misin02G223600	AT1G26945
Misin02G223700	AT2G02860
Misin02G223800	None
Misin02G223900	AT1G69780
Misin02G224000	AT1G02970
Misin02G224100	AT1G30470
Misin02G224200	AT2G02800
Misin02G224300	AT5G64850
Misin02G224400	None
Misin02G224500	None
Misin02G224600	AT2G22480
Misin02G224700	AT1G11800
Misin02G224800	AT3G12010
Misin02G224900	None
Misin02G225000	None
Misin02G225100	None
Misin02G225200	AT2G22410
Misin02G225300	AT5G02450
Misin02G225400	AT2G04865
Misin02G225500	AT3G20720
Misin02G225600	AT2G22310
Misin02G225700	AT2G42070
Misin02G225800	AT4G33210
Misin02G225900	AT4G20330
Misin02G226000	AT5G42510
Misin02G226100	AT1G74950
Misin02G226200	None
Misin02G226300	AT1G74950
Misin02G226400	AT1G19180
Misin02G226500	AT3G43440
Misin02G226600	AT1G19180
Misin02G226700	AT1G19180
Misin02G226800	AT5G66840
Misin02G226900	AT1G03280
Misin02G227000	AT1G72390
Misin02G227100	AT5G06950
Misin02G227200	AT1G19180
Misin02G227300	AT3G07300
Misin02G227400	AT2G45130
Misin02G227500	AT2G27360
Misin02G227600	AT1G28600
Misin02G227700	AT2G27360
Misin02G227800	AT4G17650
Misin02G227900	AT1G07010
Misin02G228000	AT2G05920
Misin02G228100	AT2G05940
Misin02G228200	AT4G33200
Misin02G228300	None
Misin02G228400	AT5G45550
Misin02G228500	None
Misin02G228600	AT3G14280
Misin02G228700	AT3G13050
Misin02G228800	AT1G72320
Misin02G228900	None
Misin02G229000	AT5G07990
Misin02G229100	AT1G53730
Misin02G229200	AT5G42900
Misin02G229300	None
Misin02G229400	AT5G42900
Misin02G229500	None
Misin02G229600	AT3G50210
Misin02G229700	None
Misin02G229800	AT3G50210
Misin02G229900	AT4G37000
Misin02G230000	AT1G60750
Misin02G230100	AT4G37000
Misin02G230200	AT4G00990
Misin02G230300	AT3G50360
Misin02G230400	AT1G79870
Misin02G230500	AT5G66810
Misin02G230600	None
Misin02G230700	AT1G04950
Misin02G230800	AT5G20400
Misin02G230900	AT4G37020
Misin02G231000	None
Misin02G231100	None
Misin02G231200	AT1G28520
Misin02G231300	AT5G48930
Misin02G231400	None
Misin02G231500	AT2G33740
Misin02G231600	AT1G48830
Misin02G231700	AT5G49970
Misin02G231800	None
Misin02G231900	AT5G65270
Misin02G232000	None
Misin02G232100	AT4G39990
Misin02G232200	AT4G40060
Misin02G232300	AT4G08685
Misin02G232400	None
Misin02G232500	AT1G78080
Misin02G232600	None
Misin02G232700	None
Misin02G232800	AT3G47570
Misin02G232900	AT4G15480
Misin02G233000	AT2G22300
Misin02G233100	AT5G60660
Misin02G233200	None
Misin02G233300	None
Misin02G233400	AT5G09430
Misin02G233500	None
Misin02G233600	AT1G78230
Misin02G233700	AT4G08950
Misin02G233800	AT2G17980
Misin02G233900	AT1G72210
Misin02G234000	AT2G14095
Misin02G234100	None
Misin02G234200	None
Misin02G234300	None
Misin02G234400	None
Misin02G234500	AT5G48150
Misin02G234600	AT2G22240
Misin02G234700	None
Misin02G234800	AT4G33500
Misin02G234900	AT5G55510
Misin02G235000	None
Misin02G235100	None
Misin02G235200	AT4G26680
Misin02G235300	AT1G36160
Misin02G235400	None
Misin02G235500	None
Misin02G235600	None
Misin02G235700	None
Misin02G235800	AT2G14835
Misin02G235900	None
Misin02G236000	None
Misin02G236100	AT4G33860
Misin02G236200	None
Misin02G236300	None
Misin02G236400	None
Misin02G236500	None
Misin02G236600	AT2G14740
Misin02G236700	AT4G34830
Misin02G236800	AT3G18180
Misin02G236900	AT2G45620
Misin02G237000	AT2G45620
Misin02G237100	None
Misin02G237200	AT5G61190
Misin02G237300	None
Misin02G237400	AT5G61190
Misin02G237500	AT2G44710
Misin02G237600	None
Misin02G237700	None
Misin02G237800	None
Misin02G237900	AT4G38810
Misin02G238000	AT5G14020
Misin02G238100	None
Misin02G238200	AT2G21140
Misin02G238300	AT2G21140
Misin02G238400	AT2G21050
Misin02G238500	None
Misin02G238600	AT4G33550
Misin02G238700	AT4G33550
Misin02G238800	AT4G33550
Misin02G238900	AT4G34940
Misin02G239000	AT4G36010
Misin02G239100	None
Misin02G239200	AT4G02890
Misin02G239300	AT5G38630
Misin02G239400	AT4G30100
Misin02G239500	AT4G08850
Misin02G239600	None
Misin02G239700	AT5G17210
Misin02G239800	AT5G17210
Misin02G239900	None
Misin02G240000	AT5G17540
Misin02G240100	AT5G17540
Misin02G240200	None
Misin02G240300	None
Misin02G240400	AT5G37490
Misin02G240500	AT1G12950
Misin02G240600	AT3G26590
Misin02G240700	None
Misin02G240800	AT3G14460
Misin02G240900	None
Misin02G241000	AT3G14460
Misin02G241100	AT3G11480
Misin02G241200	AT2G21140
Misin02G241300	None
Misin02G241400	AT2G21140
Misin02G241500	None
Misin02G241600	None
Misin02G241700	AT2G21140
Misin02G241800	AT4G27670
Misin02G241900	AT4G34880
Misin02G242000	AT3G17940
Misin02G242100	AT3G02610
Misin02G242200	None
Misin02G242300	None
Misin02G242400	AT1G32780
Misin02G242500	AT4G27670
Misin02G242600	AT4G27670
Misin02G242700	AT1G01120
Misin02G242800	AT1G12420
Misin02G242900	AT4G38760
Misin02G243000	AT4G38760
Misin02G243100	None
Misin02G243200	AT4G38760
Misin02G243300	None
Misin02G243400	AT4G12230
Misin02G243500	None
Misin02G243600	AT4G12610
Misin02G243700	AT1G64530
Misin02G243800	AT5G62290
Misin02G243900	AT5G42510
Misin02G244000	AT5G42500
Misin02G244100	AT5G42500
Misin02G244200	AT2G45420
Misin02G244300	AT1G19835
Misin02G244400	None
Misin02G244500	None
Misin02G244600	AT4G28290
Misin02G244700	None
Misin02G244800	AT1G32860
Misin02G244900	None
Misin02G245000	AT4G10590
Misin02G245100	None
Misin02G245200	AT1G32780
Misin02G245300	None
Misin02G245400	AT1G64710
Misin02G245500	AT1G64710
Misin02G245600	AT3G14460
Misin02G245700	AT5G17540
Misin02G245800	AT3G14460
Misin02G245900	None
Misin02G246000	AT4G34240
Misin02G246100	AT4G38660
Misin02G246200	None
Misin02G246300	None
Misin02G246400	AT5G03970
Misin02G246500	AT3G50670
Misin02G246600	AT5G67360
Misin02G246700	AT3G24530
Misin02G246800	AT3G24700
Misin02G246900	None
Misin02G247000	None
Misin02G247100	AT5G41350
Misin02G247200	None
Misin02G247300	AT5G66150
Misin02G247400	AT5G66150
Misin02G247500	AT5G66150
Misin02G247600	AT5G66150
Misin02G247700	AT5G66150
Misin02G247800	AT5G08020
Misin02G247900	AT5G66150
Misin02G248000	AT5G66150
Misin02G248100	AT2G36850
Misin02G248200	None
Misin02G248300	None
Misin02G248400	AT5G16120
Misin02G248500	None
Misin02G248600	AT3G56690
Misin02G248700	None
Misin02G248800	AT4G14710
Misin02G248900	None
Misin02G249000	AT5G64813
Misin02G249100	AT3G14460
Misin02G249200	None
Misin02G249300	AT3G14470
Misin02G249400	AT1G64940
Misin02G249500	None
Misin02G249600	AT5G37055
Misin02G249700	AT1G64940
Misin02G249800	AT1G64940
Misin02G249900	AT2G36850
Misin02G250000	None
Misin02G250100	None
Misin02G250200	None
Misin02G250300	None
Misin02G250400	AT1G75900
Misin02G250500	AT1G06990
Misin02G250600	None
Misin02G250700	AT3G54140
Misin02G250800	AT5G45540
Misin02G250900	AT2G02040
Misin02G251000	AT5G06730
Misin02G251100	None
Misin02G251200	AT5G06720
Misin02G251300	AT4G13960
Misin02G251400	AT4G18520
Misin02G251500	AT4G23280
Misin02G251600	AT4G23180
Misin02G251700	AT5G17540
Misin02G251800	AT3G58050
Misin02G251900	AT5G08470
Misin02G252000	AT1G69770
Misin02G252100	None
Misin02G252200	None
Misin02G252300	None
Misin02G252400	AT2G02040
Misin02G252500	AT2G02040
Misin02G252600	AT2G02040
Misin02G252700	None
Misin02G252800	AT1G31360
Misin02G252900	AT1G59960
Misin02G253000	None
Misin02G253100	None
Misin02G253200	AT1G10150
Misin02G253300	AT1G59520
Misin02G253400	AT1G27480
Misin02G253500	AT2G11520
Misin02G253600	None
Misin02G253700	AT1G33540
Misin02G253800	AT3G07700
Misin02G253900	AT1G33540
Misin02G254000	AT5G24080
Misin02G254100	None
Misin02G254200	None
Misin02G254300	AT4G19150
Misin02G254400	AT3G08550
Misin02G254500	None
Misin02G254600	AT3G02610
Misin02G254700	AT1G16480
Misin02G254800	AT5G45590
Misin02G254900	AT2G02040
Misin02G255000	AT2G02040
Misin02G255100	AT5G17060
Misin02G255200	AT2G32650
Misin02G255300	AT2G23780
Misin02G255400	AT5G63610
Misin02G255500	AT5G45390
Misin02G255600	AT5G45390
Misin02G255700	AT4G25030
Misin02G255800	AT4G10010
Misin02G255900	AT4G19120
Misin02G256000	AT4G19040
Misin02G256100	None
Misin02G256200	AT1G10370
Misin02G256300	AT2G18470
Misin02G256400	None
Misin02G256500	None
Misin02G256600	None
Misin02G256700	AT2G22760
Misin02G256800	AT3G15210
Misin02G256900	AT5G56710
Misin02G257000	AT4G08170
Misin02G257100	AT4G37790
Misin02G257200	None
Misin02G257300	None
Misin02G257400	AT4G35920
Misin02G257500	None
Misin02G257600	AT5G06740
Misin02G257700	None
Misin02G257800	None
Misin02G257900	AT4G35920
Misin02G258000	AT2G34830
Misin02G258100	AT3G03100
Misin02G258200	AT5G17010
Misin02G258300	None
Misin02G258400	AT5G20910
Misin02G258500	AT1G80110
Misin02G258600	AT1G32090
Misin02G258700	AT4G19010
Misin02G258800	AT4G15130
Misin02G258900	AT1G32080
Misin02G259000	AT1G32080
Misin02G259100	AT4G19006
Misin02G259200	AT1G16830
Misin02G259300	AT5G16880
Misin02G259400	AT2G20990
Misin02G259500	AT1G32200
Misin02G259600	AT1G32230
Misin02G259700	AT2G35500
Misin02G259800	AT5G46910
Misin02G259900	None
Misin02G260000	AT1G21250
Misin02G260100	AT1G32170
Misin02G260200	AT5G10980
Misin02G260300	AT5G66230
Misin02G260400	AT1G67340
Misin02G260500	AT5G16730
Misin02G260600	AT1G65010
Misin02G260700	AT1G65020
Misin02G260800	AT2G23910
Misin02G260900	AT4G17940
Misin02G261000	AT5G16760
Misin02G261100	None
Misin02G261200	AT3G18410
Misin02G261300	AT1G32310
Misin02G261400	None
Misin02G261500	AT5G46880
Misin02G261600	AT2G35490
Misin02G261700	AT1G79190
Misin02G261800	None
Misin02G261900	None
Misin02G262000	AT4G17090
Misin02G262100	None
Misin02G262200	None
Misin02G262300	None
Misin02G262400	None
Misin02G262500	AT3G18360
Misin02G262600	AT2G26890
Misin02G262700	AT2G26890
Misin02G262800	AT1G32640
Misin02G262900	AT4G17890
Misin02G263000	AT3G04710
Misin02G263100	None
Misin02G263200	AT4G17900
Misin02G263300	AT1G27480
Misin02G263400	AT2G01610
Misin02G263500	AT5G27740
Misin02G263600	AT2G35420
Misin02G263700	AT5G46800
Misin02G263800	AT4G28690
Misin02G263900	None
Misin02G264000	AT2G38710
Misin02G264100	AT4G27600
Misin02G264200	AT3G02890
Misin02G264300	AT5G65940
Misin02G264400	AT2G33620
Misin02G264500	AT3G48060
Misin02G264600	AT1G30825
Misin02G264700	AT2G30620
Misin02G264800	AT2G02370
Misin02G264900	AT3G46530
Misin02G265000	None
Misin02G265100	AT4G10650
Misin02G265200	AT4G17980
Misin02G265300	AT5G46570
Misin02G265400	AT1G32440
Misin02G265500	AT2G44525
Misin02G265600	AT1G32370
Misin02G265700	None
Misin02G265800	AT3G07040
Misin02G265900	AT1G32400
Misin02G266000	None
Misin02G266100	None
Misin02G266200	None
Misin02G266300	None
Misin02G266400	AT1G26850
Misin02G266500	None
Misin02G266600	None
Misin02G266700	AT5G27640
Misin02G266800	AT2G44870
Misin02G266900	AT2G38740
Misin02G267000	None
Misin02G267100	AT4G17350
Misin02G267200	AT3G60190
Misin02G267300	None
Misin02G267400	AT2G44600
Misin02G267500	None
Misin02G267600	AT2G41705
Misin02G267700	AT2G21090
Misin02G267800	AT5G43822
Misin02G267900	AT5G17820
Misin02G268000	AT5G17820
Misin02G268100	AT5G17820
Misin02G268200	AT3G60210
Misin02G268300	None
Misin02G268400	AT1G32740
Misin02G268500	None
Misin02G268600	None
Misin02G268700	None
Misin02G268800	AT4G17140
